num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint
113,2022,3,15,12:00 a 17:59,Tarde,Enero,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Hombre,18,15-19,15-19,15 - 19,Mayor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
114,2022,3,15,12:00 a 17:59,Tarde,Enero,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Mujer,11,Menor de 15,Menor de 15,10 - 14,Menor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
115,2022,3,15,12:00 a 17:59,Tarde,Enero,Lunes,El Progreso,San Cristóbal Acasaguastlán,Ignorado,Hombre,3,Menor de 15,Menor de 15,0 - 4,Menor,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
116,2022,3,23,18:00 a 23:59,Noche,Enero,Lunes,El Progreso,Morazán,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape,Fallecido,No internado
117,2022,3,8,06:00 a 11:59,Mañana,Enero,Lunes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Honda,Amarillo,2020,2020-2029,Colisión,Lesionado,Internado
118,2022,3,9,06:00 a 11:59,Mañana,Enero,Lunes,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,3,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Honda,Gris,2006,2000-2009,Derrape,Lesionado,Internado
119,2022,4,8,06:00 a 11:59,Mañana,Enero,Martes,Guatemala,Guatemala,9,Mujer,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Hero Hunk,Negro,2019,2010-2019,Colisión,Lesionado,Internado
120,2022,4,15,12:00 a 17:59,Tarde,Enero,Martes,Guatemala,Guatemala,1,Hombre,35,35-39,35-39,35 - 39,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
121,2022,4,7,06:00 a 11:59,Mañana,Enero,Martes,Guatemala,Villa Canales,2,Mujer,43,40-44,40-44,40 - 44,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
122,2022,4,7,06:00 a 11:59,Mañana,Enero,Martes,Guatemala,Villa Canales,2,Hombre,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
123,2022,4,9,06:00 a 11:59,Mañana,Enero,Martes,Guatemala,Villa Canales,Ignorado,Hombre,35,35-39,35-39,35 - 39,Mayor,Motocicleta,Wuyang,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
124,2022,4,18,18:00 a 23:59,Noche,Enero,Martes,Retalhuleu,Retalhuleu,Ignorado,Hombre,26,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
125,2022,4,16,12:00 a 17:59,Tarde,Enero,Martes,Baja Verapaz,Salamá,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
126,2022,4,16,12:00 a 17:59,Tarde,Enero,Martes,Baja Verapaz,Salamá,Ignorado,Mujer,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
127,2022,4,5,00:00 a 05:59,Mañana,Enero,Martes,Chimaltenango,San Martín Jilotepeque,Ignorado,Hombre,32,30-34,30-34,30 - 34,Mayor,Camioneta,Mercedes Benz,Celeste,2013,2010-2019,Choque,Lesionado,Internado
128,2022,4,5,00:00 a 05:59,Mañana,Enero,Martes,Chimaltenango,San Martín Jilotepeque,Ignorado,Mujer,25,25-29,25-29,25 - 29,Mayor,Camioneta,Mercedes Benz,Celeste,2013,2010-2019,Choque,Lesionado,Internado
129,2022,4,10,06:00 a 11:59,Mañana,Enero,Martes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,MRT,Verde,2019,2010-2019,Colisión,Lesionado,Internado
130,2022,4,10,06:00 a 11:59,Mañana,Enero,Martes,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,21,20-24,20-24,20 - 24,Mayor,Motocicleta,MRT,Verde,2019,2010-2019,Colisión,Fallecido,No internado
131,2022,5,21,18:00 a 23:59,Noche,Enero,Miercoles,Guatemala,Guatemala,13,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Suzuki,Gris,2020,2020-2029,Colisión,Lesionado,Internado
132,2022,5,12,12:00 a 17:59,Tarde,Enero,Miercoles,Guatemala,Villa Nueva,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
133,2022,5,12,12:00 a 17:59,Tarde,Enero,Miercoles,Guatemala,Villa Nueva,Ignorado,Hombre,58,55-59,55-59,55 - 59,Mayor,Camión,Hyundai,Azul,Ignorado,Ignorado,Choque,Lesionado,Internado
134,2022,5,19,18:00 a 23:59,Noche,Enero,Miercoles,Jutiapa,El Progreso,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Menor,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Colisión,Lesionado,Internado
135,2022,5,14,12:00 a 17:59,Tarde,Enero,Miercoles,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,41,40-44,40-44,40 - 44,Mayor,Cabezal,Freightliner,Café,1996,1990-1999,Colisión,Lesionado,Internado
136,2022,5,14,12:00 a 17:59,Tarde,Enero,Miercoles,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,28,25-29,25-29,25 - 29,Mayor,Camión,Internacional,Blanco,Ignorado,Ignorado,Colisión,Lesionado,Internado
137,2022,5,20,18:00 a 23:59,Noche,Enero,Miercoles,Escuintla,Escuintla,Ignorado,Hombre,26,25-29,25-29,25 - 29,Mayor,Motocicleta,Haojue,Negro,Ignorado,Ignorado,Choque,Fallecido,No internado
138,2022,5,15,12:00 a 17:59,Tarde,Enero,Miercoles,Santa Rosa,Barberena,Ignorado,Hombre,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
139,2022,5,17,12:00 a 17:59,Tarde,Enero,Miercoles,Suchitepéquez,Mazatenango,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
140,2022,5,17,12:00 a 17:59,Tarde,Enero,Miercoles,Suchitepéquez,Mazatenango,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,Fallecido,No internado
141,2022,5,6,06:00 a 11:59,Mañana,Enero,Miercoles,Quetzaltenango,Quetzaltenango,Ignorado,Hombre,20,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
142,2022,5,18,18:00 a 23:59,Noche,Enero,Miercoles,Alta Verapaz,Cobán,Ignorado,Mujer,60,60-64,60 y más,60 - 64,Mayor,Automóvil,Toyota,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
143,2022,5,18,18:00 a 23:59,Noche,Enero,Miercoles,Alta Verapaz,Tactic,Ignorado,Mujer,36,35-39,35-39,35 - 39,Mayor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Derrape,Lesionado,Internado
144,2022,5,18,18:00 a 23:59,Noche,Enero,Miercoles,Alta Verapaz,Tactic,Ignorado,Hombre,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Derrape,Lesionado,Internado
145,2022,5,4,00:00 a 05:59,Mañana,Enero,Miercoles,Quiché,Chicamán,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Choque,Fallecido,No internado
146,2022,5,18,18:00 a 23:59,Noche,Enero,Miercoles,Chimaltenango,Patzicía,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,Fallecido,Internado
147,2022,6,7,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Guatemala,12,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Hyundai,Negro,2006,2000-2009,Colisión,Lesionado,Internado
148,2022,6,7,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Hyundai,Negro,2006,2000-2009,Colisión,Lesionado,Internado
149,2022,6,7,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Villa Nueva,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Asia Hero,Negro,2021,2020-2029,Colisión,Lesionado,Internado
150,2022,6,7,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Villa Nueva,3,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Asia Hero,Negro,2021,2020-2029,Colisión,Lesionado,Internado
151,2022,6,7,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Villa Nueva,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Bajaj,Negro,2012,2010-2019,Colisión,Lesionado,Internado
152,2022,6,20,18:00 a 23:59,Noche,Enero,Jueves,Jutiapa,Jutiapa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,2022,2020-2029,Colisión,Lesionado,Internado
153,2022,6,10,06:00 a 11:59,Mañana,Enero,Jueves,Chiquimula,Chiquimula,Ignorado,Mujer,81,80 y más,60 y más,80 o más,Mayor,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisión,Fallecido,No internado
154,2022,6,10,06:00 a 11:59,Mañana,Enero,Jueves,Chiquimula,Chiquimula,Ignorado,Mujer,42,40-44,40-44,40 - 44,Mayor,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisión,Lesionado,Internado
155,2022,6,10,06:00 a 11:59,Mañana,Enero,Jueves,Chiquimula,Chiquimula,Ignorado,Hombre,55,55-59,55-59,55 - 59,Mayor,Pick up,Toyota,Rojo,Ignorado,Ignorado,Colisión,Fallecido,No internado
156,2022,6,6,06:00 a 11:59,Mañana,Enero,Jueves,Santa Rosa,Cuilapa,Ignorado,Mujer,17,15-19,15-19,15 - 19,Menor,Motocicleta,Bajaj,Azul,2018,2010-2019,Derrape,Lesionado,Internado
157,2022,6,15,12:00 a 17:59,Tarde,Enero,Jueves,Izabal,Los Amates,Ignorado,Mujer,25,25-29,25-29,25 - 29,Mayor,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,Fallecido,No internado
158,2022,6,0,00:00 a 05:59,Mañana,Enero,Jueves,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Toyota,Gris,Ignorado,Ignorado,Choque,Lesionado,Internado
159,2022,6,0,00:00 a 05:59,Mañana,Enero,Jueves,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Toyota,Gris,Ignorado,Ignorado,Choque,Lesionado,Internado
160,2022,6,0,00:00 a 05:59,Mañana,Enero,Jueves,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Toyota,Gris,Ignorado,Ignorado,Choque,Lesionado,Internado
161,2022,6,17,12:00 a 17:59,Tarde,Enero,Jueves,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,Lesionado,Internado
162,2022,6,8,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Guatemala,21,Hombre,18,15-19,15-19,15 - 19,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
163,2022,6,8,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Guatemala,21,Hombre,16,15-19,15-19,15 - 19,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
164,2022,7,6,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Guatemala,1,Mujer,26,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Rojo,2021,2020-2029,Colisión,Lesionado,Internado
165,2022,7,6,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Guatemala,18,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Hero Hunk,Negro,2014,2010-2019,Colisión,Lesionado,Internado
166,2022,7,10,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Guatemala,10,Hombre,65,65-69,60 y más,65 - 69,Mayor,Motocicleta,Suzuki,Negro,2012,2010-2019,Colisión,Lesionado,Internado
167,2022,7,23,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Guatemala,16,Hombre,46,45-49,45-49,45 - 49,Mayor,Motocicleta,Yamaha,Azul,2007,2000-2009,Colisión,Lesionado,Internado
168,2022,7,21,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Guatemala,10,Hombre,18,15-19,15-19,15 - 19,Mayor,Motocicleta,Serpento,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
169,2022,7,21,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Guatemala,10,Mujer,16,15-19,15-19,15 - 19,Menor,Motocicleta,Serpento,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
170,2022,7,17,12:00 a 17:59,Tarde,Enero,Viernes,Zacapa,Usumatlán,Ignorado,Hombre,58,55-59,55-59,55 - 59,Mayor,Pick up,Ignorado,Ignorado,1993,1990-1999,Choque,Lesionado,Internado
171,2022,7,17,12:00 a 17:59,Tarde,Enero,Viernes,Zacapa,Usumatlán,Ignorado,Mujer,39,35-39,35-39,35 - 39,Mayor,Pick up,Ignorado,Ignorado,1993,1990-1999,Choque,Lesionado,Internado
172,2022,7,17,12:00 a 17:59,Tarde,Enero,Viernes,Zacapa,Usumatlán,Ignorado,Mujer,3,Menor de 15,Menor de 15,0 - 4,Menor,Pick up,Ignorado,Ignorado,1993,1990-1999,Choque,Lesionado,Internado
173,2022,7,17,12:00 a 17:59,Tarde,Enero,Viernes,Zacapa,Usumatlán,Ignorado,Hombre,2,Menor de 15,Menor de 15,0 - 4,Menor,Pick up,Ignorado,Ignorado,1993,1990-1999,Choque,Lesionado,Internado
174,2022,7,10,06:00 a 11:59,Mañana,Enero,Viernes,Escuintla,Escuintla,Ignorado,Hombre,36,35-39,35-39,35 - 39,Mayor,Camión,Hino,Blanco,Ignorado,Ignorado,Vuelco,Fallecido,No internado
175,2022,7,0,00:00 a 05:59,Mañana,Enero,Viernes,Santa Rosa,Guazacapán,Ignorado,Hombre,18,15-19,15-19,15 - 19,Mayor,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisión,Lesionado,Internado
176,2022,7,0,00:00 a 05:59,Mañana,Enero,Viernes,Santa Rosa,Guazacapán,Ignorado,Hombre,29,25-29,25-29,25 - 29,Mayor,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisión,Lesionado,Internado
177,2022,7,5,00:00 a 05:59,Mañana,Enero,Viernes,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
178,2022,7,5,00:00 a 05:59,Mañana,Enero,Viernes,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,Lesionado,Internado
179,2022,7,22,18:00 a 23:59,Noche,Enero,Viernes,Suchitepéquez,Mazatenango,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
180,2022,7,6,06:00 a 11:59,Mañana,Enero,Viernes,San Marcos,Catarina,Ignorado,Hombre,42,40-44,40-44,40 - 44,Mayor,Automóvil,Mazda,Beige,Ignorado,Ignorado,Colisión,Fallecido,No internado
181,2022,7,20,18:00 a 23:59,Noche,Enero,Viernes,Huehuetenango,Huehuetenango,Ignorado,Hombre,42,40-44,40-44,40 - 44,Mayor,Pick up,Toyota,Azul,1995,1990-1999,Vuelco,Fallecido,No internado
182,2022,7,7,06:00 a 11:59,Mañana,Enero,Viernes,El Progreso,Sanarate,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Automóvil,Honda,Verde,Ignorado,Ignorado,Vuelco,Lesionado,Internado
183,2022,7,7,06:00 a 11:59,Mañana,Enero,Viernes,El Progreso,Sanarate,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Automóvil,Honda,Verde,Ignorado,Ignorado,Vuelco,Lesionado,Internado
184,2022,7,0,00:00 a 05:59,Mañana,Enero,Viernes,Izabal,Puerto Barrios,Ignorado,Hombre,36,35-39,35-39,35 - 39,Mayor,Pick up,Mitsubishi,Azul,Ignorado,Ignorado,Colisión,Lesionado,Internado
185,2022,7,11,06:00 a 11:59,Mañana,Enero,Viernes,Chimaltenango,El Tejar,Ignorado,Mujer,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Rojo,2017,2010-2019,Colisión,Lesionado,Internado
186,2022,8,14,12:00 a 17:59,Tarde,Enero,Sabado,Guatemala,Guatemala,18,Hombre,41,40-44,40-44,40 - 44,Mayor,Cabezal,Freightliner,Blanco,2002,2000-2009,Colisión,Lesionado,Internado
187,2022,8,14,12:00 a 17:59,Tarde,Enero,Sabado,Guatemala,Guatemala,18,Hombre,37,35-39,35-39,35 - 39,Mayor,Cabezal,Volvo,Gris,1998,1990-1999,Colisión,Lesionado,Internado
188,2022,8,17,12:00 a 17:59,Tarde,Enero,Sabado,Guatemala,Palencia,Ignorado,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Derrape,Lesionado,Internado
189,2022,8,7,06:00 a 11:59,Mañana,Enero,Sabado,Guatemala,Guatemala,10,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Otros,Azul,Ignorado,Ignorado,Colisión,Lesionado,Internado
190,2022,8,15,12:00 a 17:59,Tarde,Enero,Sabado,Guatemala,Guatemala,7,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Honda,Ignorado,2021,2020-2029,Colisión,Lesionado,Internado
191,2022,8,7,06:00 a 11:59,Mañana,Enero,Sabado,Guatemala,Villa Canales,3,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
192,2022,8,7,06:00 a 11:59,Mañana,Enero,Sabado,Guatemala,Villa Canales,3,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
193,2022,8,11,06:00 a 11:59,Mañana,Enero,Sabado,Guatemala,Villa Nueva,6,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
194,2022,8,20,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Mixco,8,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,TVS Apache,Rojo,2018,2010-2019,Colisión,Lesionado,Internado
195,2022,8,21,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Mixco,10,Mujer,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,Lesionado,Internado
196,2022,8,18,18:00 a 23:59,Noche,Enero,Sabado,Guatemala,Mixco,8,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
197,2022,8,0,00:00 a 05:59,Mañana,Enero,Sabado,Jutiapa,San José Acatempa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
198,2022,8,14,12:00 a 17:59,Tarde,Enero,Sabado,Jutiapa,Asunción Mita,Ignorado,Hombre,14,Menor de 15,Menor de 15,10 - 14,Menor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,Lesionado,Internado
199,2022,8,14,12:00 a 17:59,Tarde,Enero,Sabado,Jutiapa,Asunción Mita,Ignorado,Hombre,15,15-19,15-19,15 - 19,Menor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,Lesionado,Internado
200,2022,8,22,18:00 a 23:59,Noche,Enero,Sabado,San Marcos,Tejutla,Ignorado,Hombre,35,35-39,35-39,35 - 39,Mayor,Motocicleta,Suzuki,Corinto,Ignorado,Ignorado,Colisión,Fallecido,No internado
201,2022,8,13,12:00 a 17:59,Tarde,Enero,Sabado,Totonicapán,San Cristóbal Totonicapán,Ignorado,Hombre,84,80 y más,60 y más,80 o más,Mayor,Microbús,Toyota,Verde,Ignorado,Ignorado,Colisión,Lesionado,Internado
202,2022,8,13,12:00 a 17:59,Tarde,Enero,Sabado,Totonicapán,San Cristóbal Totonicapán,Ignorado,Mujer,28,25-29,25-29,25 - 29,Mayor,Microbús,Toyota,Verde,Ignorado,Ignorado,Colisión,Lesionado,Internado
203,2022,8,2,00:00 a 05:59,Mañana,Enero,Sabado,Baja Verapaz,Salamá,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,Lesionado,Internado
204,2022,8,19,18:00 a 23:59,Noche,Enero,Sabado,Baja Verapaz,San Jerónimo,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Freedom,Gris,Ignorado,Ignorado,Colisión,Fallecido,No internado
205,2022,8,17,12:00 a 17:59,Tarde,Enero,Sabado,Chimaltenango,Chimaltenango,1,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Rojo,2010,2010-2019,Derrape,Lesionado,Internado
206,2022,8,23,18:00 a 23:59,Noche,Enero,Sabado,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,29,25-29,25-29,25 - 29,Mayor,Pick up,Mazda,Negro,1987,1980-1989,Colisión,Lesionado,Internado
207,2022,8,23,18:00 a 23:59,Noche,Enero,Sabado,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Pick up,Mazda,Negro,1987,1980-1989,Colisión,Lesionado,Internado
208,2022,8,23,18:00 a 23:59,Noche,Enero,Sabado,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Mujer,27,25-29,25-29,25 - 29,Mayor,Pick up,Mazda,Negro,1987,1980-1989,Colisión,Lesionado,Internado
209,2022,8,23,18:00 a 23:59,Noche,Enero,Sabado,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,Lesionado,Internado
210,2022,9,20,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,25,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Azul,2017,2010-2019,Derrape,Lesionado,Internado
211,2022,9,21,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,6,Mujer,38,35-39,35-39,35 - 39,Mayor,Automóvil,Toyota,Amarillo,2003,2000-2009,Colisión,Lesionado,Internado
212,2022,9,21,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,6,Mujer,35,35-39,35-39,35 - 39,Mayor,Automóvil,Toyota,Amarillo,2003,2000-2009,Colisión,Lesionado,Internado
213,2022,9,21,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,6,Mujer,58,55-59,55-59,55 - 59,Mayor,Automóvil,Toyota,Amarillo,2003,2000-2009,Colisión,Lesionado,Internado
214,2022,9,21,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,6,Mujer,4,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Toyota,Amarillo,2003,2000-2009,Colisión,Lesionado,Internado
215,2022,9,21,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,6,Mujer,1,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Toyota,Amarillo,2003,2000-2009,Colisión,Lesionado,Internado
216,2022,9,0,00:00 a 05:59,Mañana,Enero,Domingo,Guatemala,Guatemala,10,Hombre,39,35-39,35-39,35 - 39,Mayor,Microbús,Mazda,Azul,2012,2010-2019,Choque,Lesionado,No internado
217,2022,9,0,00:00 a 05:59,Mañana,Enero,Domingo,Guatemala,Guatemala,10,Mujer,40,40-44,40-44,40 - 44,Mayor,Microbús,Mazda,Azul,2012,2010-2019,Choque,Lesionado,Internado
218,2022,9,0,00:00 a 05:59,Mañana,Enero,Domingo,Guatemala,Guatemala,10,Mujer,64,60-64,60 y más,60 - 64,Mayor,Microbús,Mazda,Azul,2012,2010-2019,Choque,Lesionado,Internado
219,2022,9,16,12:00 a 17:59,Tarde,Enero,Domingo,Guatemala,Guatemala,5,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Yamaha,Corinto,Ignorado,Ignorado,Derrape,Fallecido,No internado
220,2022,9,23,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Fraijanes,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
221,2022,9,17,12:00 a 17:59,Tarde,Enero,Domingo,Guatemala,Santa Catarina Pinula,5,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,Lesionado,Internado
222,2022,9,3,00:00 a 05:59,Mañana,Enero,Domingo,Guatemala,Guatemala,7,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape,Lesionado,Internado
223,2022,9,23,18:00 a 23:59,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,27,25-29,25-29,25 - 29,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,Lesionado,Internado
224,2022,9,18,18:00 a 23:59,Noche,Enero,Domingo,Zacapa,Zacapa,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Camioneta,Toyota,Ignorado,Ignorado,Ignorado,Colisión,Fallecido,No internado
225,2022,9,1,00:00 a 05:59,Mañana,Enero,Domingo,Santa Rosa,Santa Cruz el Naranjo,Ignorado,Hombre,48,45-49,45-49,45 - 49,Mayor,Motocicleta,Jialing,Negro,Ignorado,Ignorado,Derrape,Fallecido,No internado
